Device ID,Facility,Clinical Area,Manufacturer,Model,Year Placed in Service,Approx. Age (Years),Network Status,Integration Status,Support Status,Lifecycle Status,Maintenance Status,Preliminary Risk Tier,Notes
HP-0381,Heartland Regional Medical Center,Operating Room,Heartland Medical Technologies,HI-200,2015,11,Network-connected,"Connected, not integrated",Current,Aging,Current,Moderate,
HP-0390,Heartland Regional Medical Center,Operating Room,Apex Clinical Devices,HI-300,2018,8,Network-connected,Integrated,Current,Aging,Current,Moderate,
HP-0402,Heartland Regional Medical Center,Operating Room,Apex Clinical Devices,HI-300,2018,8,Network-connected,Integrated,Current,Aging,Current,Moderate,
HP-0414,Heartland Regional Medical Center,Operating Room,Heartland Medical Technologies,HI-100,2013,13,"Network-capable, not connected",Non-integrated,Unsupported,End-of-support,Limited,High,
HP-0424,Heartland Regional Medical Center,Operating Room,Heartland Medical Technologies,HI-200,2016,10,"Network-capable, not connected","Capable, not deployed",Current,Aging,Current,Lower,
HP-0432,Heartland Regional Medical Center,Operating Room,Heartland Medical Technologies,HI-100,2009,17,Non-connected,"Capable, not deployed",Limited,End-of-life,Limited,High,
HP-0434,Heartland Regional Medical Center,Operating Room,Heartland Medical Technologies,HI-200,2017,9,Network-connected,"Connected, not integrated",Current,Current,Current,Lower,
HP-0445,Heartland Regional Medical Center,Operating Room,Apex Clinical Devices,HI-400,2024,2,Network-connected,Integrated,Current,Current,Current,Lower,
HP-0011,Heartland Regional Medical Center,Pediatrics,Heartland Medical Technologies,HI-200,2014,12,Network-connected,Integrated,Limited,Aging,Limited,High,
HP-0031,Heartland Regional Medical Center,Pediatrics,Heartland Medical Technologies,HI-100,2010,16,Non-connected,Non-integrated,Unsupported,End-of-life,Limited,High,
HP-0048,Heartland Regional Medical Center,Pediatrics,Apex Clinical Devices,HI-400,2022,4,Network-connected,Integrated,Current,Current,Current,Lower,
HP-0050,Heartland Regional Medical Center,Pediatrics,Apex Clinical Devices,HI-400,2023,3,Network-connected,Integrated,Current,Current,Current,Lower,
HP-0052,Heartland Regional Medical Center,Pediatrics,Apex Clinical Devices,HI-300,2019,7,Network-connected,"Connected, not integrated",Current,Aging,Current,Lower,
HP-0053,Heartland Regional Medical Center,Pediatrics,Apex Clinical Devices,HI-400,2024,2,Network-connected,Integrated,Current,Current,Current,Lower,
HP-0074,Heartland Regional Medical Center,Pediatrics,Apex Clinical Devices,HI-300,2020,6,Network-connected,Integrated,Current,Current,Current,Lower,
HP-0087,Heartland Regional Medical Center,Pediatrics,Heartland Medical Technologies,HI-100,2013,13,"Network-capable, not connected","Capable, not deployed",Unsupported,End-of-support,Limited,High,
HP-0095,Heartland Regional Medical Center,Pediatrics,Apex Clinical Devices,HI-300,2019,7,Network-connected,Integrated,Current,Aging,Current,Moderate,
HP-0098,Heartland Regional Medical Center,Pediatrics,Apex Clinical Devices,HI-400,2023,3,Network-connected,Integrated,Current,Current,Current,Lower,
HP-0137,Heartland Regional Medical Center,Pediatrics,Apex Clinical Devices,HI-300,2020,6,Network-connected,"Connected, not integrated",Current,Current,Current,Lower,
HP-0164,Heartland Regional Medical Center,Pediatrics,Heartland Medical Technologies,HI-200,2017,9,"Network-capable, not connected","Connected, not integrated",Limited,Current,Limited,Moderate,
HP-0197,Heartland Regional Medical Center,Pediatrics,Heartland Medical Technologies,HI-100,2009,17,"Network-capable, not connected","Capable, not deployed",Unsupported,End-of-life,Limited,High,
HP-0207,Heartland Regional Medical Center,Pediatrics,Apex Clinical Devices,HI-300,2021,5,Network-connected,Integrated,Current,Current,Current,Lower,
HP-0211,Heartland Regional Medical Center,Pediatrics,Apex Clinical Devices,HI-300,2021,5,Network-connected,Integrated,Current,Current,Current,Lower,
HP-0220,Heartland Regional Medical Center,Pediatrics,Heartland Medical Technologies,HI-100,2013,13,"Network-capable, not connected",Non-integrated,Limited,End-of-support,Current,High,
HP-0222,Heartland Regional Medical Center,Pediatrics,Heartland Medical Technologies,HI-200,2016,10,"Network-capable, not connected","Connected, not integrated",Current,Aging,Current,Lower,
HP-0227,Heartland Regional Medical Center,Pediatrics,Heartland Medical Technologies,HI-100,2009,17,Non-connected,Non-integrated,Unsupported,End-of-life,Expired,High,
HP-0233,Heartland Regional Medical Center,Pediatrics,Heartland Medical Technologies,HI-200,2017,9,"Network-capable, not connected","Capable, not deployed",Current,Current,Current,Lower,
HP-0241,Heartland Regional Medical Center,Pediatrics,Heartland Medical Technologies,HI-100,2010,16,Non-connected,Non-integrated,Unsupported,End-of-life,Expired,High,
HP-0250,Heartland Regional Medical Center,Pediatrics,Apex Clinical Devices,HI-300,2021,5,Network-connected,Integrated,Current,Current,Current,Lower,
HP-0266,Heartland Regional Medical Center,Pediatrics,Heartland Medical Technologies,HI-200,2016,10,Network-connected,"Capable, not deployed",Current,Aging,Current,Moderate,
HP-0268,Heartland Regional Medical Center,Pediatrics,Apex Clinical Devices,HI-400,2022,4,Network-connected,Integrated,Current,Current,Current,Lower,
HP-0271,Heartland Regional Medical Center,Pediatrics,Apex Clinical Devices,HI-400,2023,3,Network-connected,Integrated,Current,Current,Current,Lower,
HP-0277,Heartland Regional Medical Center,Pediatrics,Apex Clinical Devices,HI-300,2019,7,Network-connected,Integrated,Current,Aging,Current,Moderate,
HP-0297,Heartland Regional Medical Center,Pediatrics,Apex Clinical Devices,HI-300,2020,6,Network-connected,Integrated,Current,Current,Current,Lower,
HP-0312,Heartland Regional Medical Center,Pediatrics,Heartland Medical Technologies,HI-200,2015,11,Network-connected,"Capable, not deployed",Limited,Aging,Current,Moderate,
HP-0335,Heartland Regional Medical Center,Pediatrics,Apex Clinical Devices,HI-300,2021,5,Network-connected,"Connected, not integrated",Current,Current,Current,Lower,
HP-0336,Heartland Regional Medical Center,Pediatrics,Apex Clinical Devices,HI-300,2022,4,Network-connected,Integrated,Current,Current,Current,Lower,
HP-0341,Heartland Regional Medical Center,Pediatrics,Heartland Medical Technologies,HI-200,2016,10,Network-connected,Integrated,Current,Aging,Current,Moderate,
HP-0355,Heartland Regional Medical Center,Pediatrics,Apex Clinical Devices,HI-300,2022,4,Network-connected,"Connected, not integrated",Current,Current,Current,Lower,
HP-0363,Heartland Regional Medical Center,Pediatrics,Heartland Medical Technologies,HI-100,2013,13,Non-connected,"Capable, not deployed",Limited,End-of-support,Current,High,
HP-0394,Heartland Regional Medical Center,Pediatrics,Apex Clinical Devices,HI-300,2021,5,Network-connected,Integrated,Current,Current,Current,Lower,
HP-0443,Heartland Regional Medical Center,Pediatrics,Apex Clinical Devices,HI-300,2021,5,Network-connected,Integrated,Current,Current,Current,Lower,
HP-0448,Heartland Regional Medical Center,Pediatrics,Heartland Medical Technologies,HI-200,2014,12,"Network-capable, not connected","Capable, not deployed",Limited,Aging,Current,Moderate,
HP-0449,Heartland Regional Medical Center,Pediatrics,Heartland Medical Technologies,HI-200,2015,11,"Network-capable, not connected","Connected, not integrated",Limited,Aging,Current,Moderate,
HP-0454,Heartland Regional Medical Center,Pediatrics,Apex Clinical Devices,HI-300,2022,4,Network-connected,Integrated,Current,Current,Current,Lower,
HP-0462,Heartland Regional Medical Center,Pediatrics,Heartland Medical Technologies,HI-100,2012,14,Non-connected,Non-integrated,Unsupported,End-of-support,Expired,High,
HP-0471,Heartland Regional Medical Center,Pediatrics,Heartland Medical Technologies,HI-200,2017,9,Network-connected,Integrated,Current,Current,Current,Moderate,
HP-0092,Heartland Rural Hospital North,Emergency,Heartland Medical Technologies,HI-100,2009,17,Non-connected,Non-integrated,Unsupported,End-of-life,Limited,High,
HP-0218,Heartland Rural Hospital North,Emergency,Heartland Medical Technologies,HI-200,2014,12,Network-connected,"Capable, not deployed",Current,Aging,Current,Moderate,
HP-0225,Heartland Rural Hospital North,Emergency,Heartland Medical Technologies,HI-100,2012,14,"Network-capable, not connected","Capable, not deployed",Unsupported,End-of-support,Limited,High,
HP-0238,Heartland Rural Hospital North,Emergency,Heartland Medical Technologies,HI-200,2015,11,"Network-capable, not connected","Connected, not integrated",Current,Aging,Current,Lower,
HP-0300,Heartland Rural Hospital North,Emergency,Apex Clinical Devices,HI-300,2018,8,Network-connected,Integrated,Current,Aging,Current,Moderate,
HP-0008,Heartland Rural Hospital North,ICU,Heartland Medical Technologies,HI-200,2016,10,Network-connected,"Connected, not integrated",Current,Aging,Current,Moderate,
HP-0022,Heartland Rural Hospital North,ICU,Heartland Medical Technologies,HI-200,2016,10,Network-connected,"Capable, not deployed",Current,Aging,Current,Moderate,
HP-0140,Heartland Rural Hospital North,ICU,Apex Clinical Devices,HI-300,2018,8,Network-connected,Integrated,Current,Aging,Current,Moderate,
HP-0180,Heartland Rural Hospital North,ICU,Apex Clinical Devices,HI-400,2023,3,Network-connected,Integrated,Current,Current,Current,Lower,
HP-0258,Heartland Rural Hospital North,ICU,Apex Clinical Devices,HI-400,2022,4,Network-connected,Integrated,Current,Current,Current,Lower,
HP-0377,Heartland Rural Hospital North,ICU,Apex Clinical Devices,HI-300,2022,4,Network-connected,Integrated,Current,Current,Current,Lower,
HP-0444,Heartland Rural Hospital North,ICU,Heartland Medical Technologies,HI-100,2011,15,"Network-capable, not connected","Capable, not deployed",Limited,End-of-life,Current,High,
HP-0047,Heartland Rural Hospital North,Medical/Surgical,Heartland Medical Technologies,HI-200,2015,11,Network-connected,"Connected, not integrated",Limited,Aging,Current,Moderate,
HP-0049,Heartland Rural Hospital North,Medical/Surgical,Apex Clinical Devices,HI-300,2020,6,Network-connected,Integrated,Current,Current,Current,Lower,
HP-0138,Heartland Rural Hospital North,Medical/Surgical,Heartland Medical Technologies,HI-100,2012,14,Non-connected,"Capable, not deployed",Unsupported,End-of-support,Limited,High,
HP-0163,Heartland Rural Hospital North,Medical/Surgical,Heartland Medical Technologies,HI-200,2015,11,"Network-capable, not connected",Integrated,Limited,Aging,Current,Moderate,
HP-0170,Heartland Rural Hospital North,Medical/Surgical,Heartland Medical Technologies,HI-200,2018,8,Network-connected,Integrated,Limited,Current,Limited,Moderate,
HP-0173,Heartland Rural Hospital North,Medical/Surgical,Apex Clinical Devices,HI-400,2022,4,Network-connected,Integrated,Current,Current,Current,Lower,
HP-0206,Heartland Rural Hospital North,Medical/Surgical,Apex Clinical Devices,HI-400,2023,3,Network-connected,Integrated,Current,Current,Current,Lower,
HP-0219,Heartland Rural Hospital North,Medical/Surgical,Apex Clinical Devices,HI-300,2021,5,Network-connected,Integrated,Current,Current,Current,Lower,
HP-0256,Heartland Rural Hospital North,Medical/Surgical,Apex Clinical Devices,HI-400,2024,2,Network-connected,Integrated,Current,Current,Current,Lower,
HP-0282,Heartland Rural Hospital North,Medical/Surgical,Apex Clinical Devices,HI-400,2022,4,Network-connected,Integrated,Current,Current,Current,Lower,
HP-0316,Heartland Rural Hospital North,Medical/Surgical,Heartland Medical Technologies,HI-200,2015,11,Network-connected,Integrated,Current,Aging,Current,Moderate,
HP-0317,Heartland Rural Hospital North,Medical/Surgical,Heartland Medical Technologies,HI-200,2014,12,Network-connected,"Capable, not deployed",Current,Aging,Current,Moderate,
HP-0340,Heartland Rural Hospital North,Medical/Surgical,Heartland Medical Technologies,HI-100,2010,16,Non-connected,"Capable, not deployed",Unsupported,End-of-life,Expired,High,
HP-0357,Heartland Rural Hospital North,Medical/Surgical,Apex Clinical Devices,HI-400,2022,4,Network-connected,Integrated,Current,Current,Current,Lower,
HP-0375,Heartland Rural Hospital North,Medical/Surgical,Heartland Medical Technologies,HI-100,2012,14,Non-connected,Non-integrated,Unsupported,End-of-support,Expired,High,
HP-0382,Heartland Rural Hospital North,Medical/Surgical,Heartland Medical Technologies,HI-100,2009,17,"Network-capable, not connected",Non-integrated,Unsupported,End-of-life,Limited,High,
HP-0401,Heartland Rural Hospital North,Medical/Surgical,Apex Clinical Devices,HI-400,2023,3,Network-connected,Integrated,Current,Current,Current,Lower,
HP-0403,Heartland Rural Hospital North,Medical/Surgical,Heartland Medical Technologies,HI-200,2017,9,Network-connected,"Connected, not integrated",Current,Current,Current,Lower,
HP-0423,Heartland Rural Hospital North,Medical/Surgical,Apex Clinical Devices,HI-300,2019,7,Network-connected,Integrated,Current,Aging,Current,Moderate,
HP-0433,Heartland Rural Hospital North,Medical/Surgical,Heartland Medical Technologies,HI-200,2015,11,Network-connected,Integrated,Current,Aging,Current,Moderate,
HP-0039,Heartland Rural Hospital North,Outpatient Infusion,Apex Clinical Devices,HI-300,2022,4,Network-connected,Integrated,Current,Current,Current,Lower,
HP-0065,Heartland Rural Hospital North,Outpatient Infusion,Heartland Medical Technologies,HI-200,2016,10,Network-connected,Integrated,Current,Aging,Current,Moderate,
HP-0187,Heartland Rural Hospital North,Outpatient Infusion,Apex Clinical Devices,HI-400,2022,4,Network-connected,Integrated,Current,Current,Current,Lower,
HP-0276,Heartland Rural Hospital North,Outpatient Infusion,Apex Clinical Devices,HI-400,2024,2,Network-connected,Integrated,Current,Current,Current,Lower,
HP-0285,Heartland Rural Hospital North,Outpatient Infusion,Heartland Medical Technologies,HI-200,2014,12,Network-connected,Integrated,Limited,Aging,Limited,High,
HP-0310,Heartland Rural Hospital North,Outpatient Infusion,Heartland Medical Technologies,HI-200,2015,11,Network-connected,"Capable, not deployed",Limited,Aging,Current,Moderate,
HP-0441,Heartland Rural Hospital North,Outpatient Infusion,Apex Clinical Devices,HI-300,2019,7,Network-connected,Integrated,Current,Aging,Current,Moderate,
HP-0442,Heartland Rural Hospital North,Outpatient Infusion,Apex Clinical Devices,HI-400,2025,1,Network-connected,Integrated,Current,Current,Current,Lower,
HP-0009,Heartland Rural Hospital South,Emergency,Apex Clinical Devices,HI-300,2019,7,Network-connected,Integrated,Current,Aging,Current,Moderate,
HP-0013,Heartland Rural Hospital South,Emergency,Heartland Medical Technologies,HI-200,2016,10,Network-connected,"Capable, not deployed",Current,Aging,Current,Moderate,
HP-0016,Heartland Rural Hospital South,Emergency,Heartland Medical Technologies,HI-200,2015,11,"Network-capable, not connected","Capable, not deployed",Current,Aging,Current,Lower,
HP-0044,Heartland Rural Hospital South,Emergency,Apex Clinical Devices,HI-300,2020,6,Network-connected,Integrated,Current,Current,Current,Lower,
HP-0257,Heartland Rural Hospital South,Emergency,Apex Clinical Devices,HI-300,2021,5,Network-connected,Integrated,Current,Current,Current,Lower,
HP-0330,Heartland Rural Hospital South,Emergency,Apex Clinical Devices,HI-300,2020,6,Network-connected,Integrated,Current,Current,Current,Lower,
HP-0379,Heartland Rural Hospital South,Emergency,Apex Clinical Devices,HI-400,2025,1,Network-connected,Integrated,Current,Current,Current,Lower,
HP-0313,Heartland Rural Hospital South,ICU,Apex Clinical Devices,HI-400,2023,3,Network-connected,Integrated,Current,Current,Current,Lower,
HP-0331,Heartland Rural Hospital South,ICU,Apex Clinical Devices,HI-300,2021,5,Network-connected,Integrated,Current,Current,Current,Lower,
HP-0102,Heartland Rural Hospital South,Medical/Surgical,Heartland Medical Technologies,HI-200,2016,10,Network-connected,"Connected, not integrated",Limited,Aging,Current,Moderate,
HP-0111,Heartland Rural Hospital South,Medical/Surgical,Apex Clinical Devices,HI-400,2024,2,Network-connected,Integrated,Current,Current,Current,Lower,
HP-0115,Heartland Rural Hospital South,Medical/Surgical,Apex Clinical Devices,HI-300,2021,5,Network-connected,Integrated,Current,Current,Current,Lower,
HP-0121,Heartland Rural Hospital South,Medical/Surgical,Apex Clinical Devices,HI-300,2018,8,Network-connected,Integrated,Current,Aging,Current,Moderate,
HP-0142,Heartland Rural Hospital South,Medical/Surgical,Apex Clinical Devices,HI-300,2019,7,Network-connected,Integrated,Current,Aging,Current,Moderate,
HP-0149,Heartland Rural Hospital South,Medical/Surgical,Heartland Medical Technologies,HI-200,2016,10,Network-connected,"Connected, not integrated",Current,Aging,Current,Moderate,
HP-0205,Heartland Rural Hospital South,Medical/Surgical,Apex Clinical Devices,HI-300,2020,6,Network-connected,Integrated,Current,Current,Current,Lower,
HP-0216,Heartland Rural Hospital South,Medical/Surgical,Heartland Medical Technologies,HI-100,2010,16,Non-connected,"Capable, not deployed",Unsupported,End-of-life,Limited,High,
HP-0254,Heartland Rural Hospital South,Medical/Surgical,Heartland Medical Technologies,HI-200,2018,8,"Network-capable, not connected","Capable, not deployed",Current,Current,Current,Lower,
HP-0329,Heartland Rural Hospital South,Medical/Surgical,Heartland Medical Technologies,HI-200,2016,10,Network-connected,"Capable, not deployed",Current,Aging,Current,Moderate,
HP-0350,Heartland Rural Hospital South,Medical/Surgical,Heartland Medical Technologies,HI-100,2009,17,Non-connected,Non-integrated,Unsupported,End-of-life,Expired,High,
HP-0370,Heartland Rural Hospital South,Medical/Surgical,Heartland Medical Technologies,HI-200,2018,8,Network-connected,"Capable, not deployed",Limited,Current,Limited,Moderate,
HP-0397,Heartland Rural Hospital South,Medical/Surgical,Apex Clinical Devices,HI-400,2022,4,Network-connected,Integrated,Current,Current,Current,Lower,
HP-0398,Heartland Rural Hospital South,Medical/Surgical,Heartland Medical Technologies,HI-200,2016,10,Network-connected,"Capable, not deployed",Current,Aging,Current,Moderate,
HP-0436,Heartland Rural Hospital South,Medical/Surgical,Apex Clinical Devices,HI-300,2022,4,Network-connected,Integrated,Current,Current,Current,Lower,
HP-0051,Heartland Rural Hospital South,Outpatient Infusion,Heartland Medical Technologies,HI-200,2015,11,Network-connected,"Capable, not deployed",Limited,Aging,Current,Moderate,
HP-0136,Heartland Rural Hospital South,Outpatient Infusion,Apex Clinical Devices,HI-300,2019,7,Network-connected,Integrated,Current,Aging,Current,Moderate,
HP-0223,Heartland Rural Hospital South,Outpatient Infusion,Heartland Medical Technologies,HI-100,2011,15,Non-connected,"Capable, not deployed",Unsupported,End-of-life,Limited,High,
HP-0230,Heartland Rural Hospital South,Outpatient Infusion,Heartland Medical Technologies,HI-200,2015,11,Network-connected,Integrated,Current,Aging,Current,Moderate,
HP-0255,Heartland Rural Hospital South,Outpatient Infusion,Apex Clinical Devices,HI-300,2022,4,Network-connected,Integrated,Current,Current,Current,Lower,
HP-0315,Heartland Rural Hospital South,Outpatient Infusion,Heartland Medical Technologies,HI-100,2012,14,Non-connected,Non-integrated,Limited,End-of-support,Current,High,
